id,title,user,game_url,submission_url,disqualified,ratings_count,judge_feedback_count,comments_count,windows,osx,linux,android,Upload Consent,Third Party Assets,Team Members
1278292,Bomb Booster,rennylop,https://rennylop.itch.io/bomb-booster,https://itch.io/jam/wsoft-turkey-2021/rate/1278292,,0,0,0,true,,,,"[""1""]","Title: Gravel Stomp 3.wav
Creator: test_sound https://freesound.org/people/test_sound/
Source: freesound.org https://freesound.org/people/test_sound/sounds/464265/
License: CC BY 3.0 https://creativecommons.org/licenses/by/3.0/

Title: Musical Saw Hit.wav
Creator: alegemaate https://freesound.org/people/alegemaate/
Source: freesound.org https://freesound.org/people/test_sound/sounds/364698/
License: CC BY 3.0 https://creativecommons.org/licenses/by/3.0/

Title: explosion_03.wav
Creator: derplayer https://freesound.org/people/derplayer/
Source: freesound.org https://freesound.org/people/test_sound/sounds/587183/
License: CC BY 3.0 https://creativecommons.org/licenses/by/3.0/

Title: High Clank.aiff
Creator: R_mac https://freesound.org/people/R_mac/
Source: freesound.org https://freesound.org/people/test_sound/sounds/241156/
License: CC BY 3.0 https://creativecommons.org/licenses/by/3.0/

Title: BASS DRUM Cough.wav
Creator: Breviceps https://freesound.org/people/Breviceps/
Source: freesound.org https://freesound.org/people/test_sound/sounds/445962/
License: CC BY 3.0 https://creativecommons.org/licenses/by/3.0/

Title: pop.wav
Creator: kwahmah_02 https://freesound.org/people/kwahmah_02/
Source: freesound.org https://freesound.org/people/test_sound/sounds/260614/
License: CC BY 3.0 https://creativecommons.org/licenses/by/3.0/",Kail Yuan @Renny#6241